Tweet_Original,Tweet_Gerado
"RT @lolligrrrl: ""ELE NÃO, SEM DUVIDA ""

#Eleições2018 #AgoraÉHaddad #ViraViraClR0 https://t.co/2NqBgB7eq7",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"A twitter após o primeiro turno ❤ 
VOTEM NO HADDAD AMORES 
#Eleições2018 #ViraViraClR0 #AgoraÉHaddad #13Neles https://t.co/BOL0wtAnad",As fake news continuam circulando em ritmo acelerado nas redes.
"Quem vai votar no Haddad da RT AKI SÓ PRA MIN VER UMA COISA 
#eleições2018  #AgoraÉHaddad  #ViraViraClR0",As hashtags políticas dominam o Twitter durante a eleição.
RT @enquetesdf: Dia 28 de outubro é? #ViraViraClR0  #Eleições2018  #PrayForBrazil  #FicaTemer,Programas humorísticos também satirizam o clima tenso das eleições.
RT @enquetesdf: Dia 28 de outubro é? #ViraViraClR0  #Eleições2018  #PrayForBrazil  #FicaTemer,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"#Eleições2018
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO 
O BOZO NÃO",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
RT @brennaccarvalho: A melhor educação do Brasil reflete nas urnas #ViraViraCIR0 #Eleições2018 https://t.co/axVRORW8Rg,As pesquisas de intenção de voto movimentam o debate diariamente.
é melhor jair se suicidando #Eleições2018 #ViraViraClR0,Novas denúncias agitam o cenário político a poucos dias da votação.
Brasil eu confio em ti!!  #ViraViraClR0  #Eleições2018,As pesquisas de intenção de voto movimentam o debate diariamente.
RT @fckslaris: AGORA EU QUERO VER O BOZONARO FALAR QUE AS URNAS SÃO UMA FRAUDE #Eleições2018 #ViraViraClR0,"Muita desinformação circulando, dificultando a decisão dos eleitores."
Uma andorinha só não faz verão. O #ViraViraClR0  mostrou ao Brasil como se deve votar. Não é à toa que somos destaq… https://t.co/ZwxkzRgLZZ,Programas humorísticos também satirizam o clima tenso das eleições.
o Ciro é muito meu amorzinho aaa #ViraViraClR0 #Eleições2018 #Ciro12 #CiroPresidente,As redes sociais estão em chamas com discussões sobre os candidatos.
Quem fez parte desses 12% do Ciro dê RT aqui ❤👏 #ViraViraClR0 #Eleições2018 #Ciro12 #CiroSim https://t.co/PwIL9B4rqX,As pesquisas de intenção de voto movimentam o debate diariamente.
RT @porvocebia_: Eu quero uma disputa da minha mãe contra o bolso. Ela dobra ele só com o olhar. #ViraViraClR0 #Eleições2018 #EleNao,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,As pesquisas de intenção de voto movimentam o debate diariamente.
"Eu vendo o Ciro confiante na TV 

#Eleições2018 
#ViraViraClR0 https://t.co/nHpQiA7Iwz",Os discursos inflamados continuam atraindo a atenção do público.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"POHA CEARÁ EU TE AMO
#Eleições2018",Programas humorísticos também satirizam o clima tenso das eleições.
RT @maslanylife: Bolsonaro só não ganhou no nordeste sabe pq 👇 #Eleições2018 https://t.co/8HRXu5X0Hp,Os discursos inflamados continuam atraindo a atenção do público.
Hj é um dia tão triste que em nenhum lugar fez sol #Eleições2018,Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 20h:
Bolsonaro, 48%; Haddad, 26,7%; Ciro, 12,3%; Alckmin, 5%; Am…",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"RT @chocadoney: parabéns, brasil! eu desejo de coração que todos vocês que votaram no bolsonaro coma o pão que o diabo amassou e cuspiu em…",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"o brasil vai virar um país em que:

mulheres não representam nada
lgbtq+ tem que morrer
o machismo prevalece
racism… https://t.co/6RHaahjwZn",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"Eu simplesmente abomino os eleitores do Bolsonaro que sim é igual a ele Machistas, Racistas, Homofóbicos.. e abomin… https://t.co/jYppUoA5hp",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"RT @RafsNascimento: O dia que vcs perderem um parente/amigo LGBT,negro, ou mulher! 
Vocês vão ver que o Bolsonaro é um merda que vai só aca…",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"As duas palavras mais ditas nesse dia:

MITO

MEDO

Aonde vamos parar?
#Eleições2018 #elenao #mito #medo",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"Daqui há 1 ano ...

""Nossa, o país esta uma merda ... ""

Não foi eu que votei em Bolsonaro #Eleições2018",As hashtags políticas dominam o Twitter durante a eleição.
"Votei no Ciro e não me arrependo, estou com a consciência tranquila de que fiz a coisa certa e não fui compatível c… https://t.co/01zCfNHLj6",As fake news continuam circulando em ritmo acelerado nas redes.
Agora vou assistir da minha poltrona os eleitores do Bozo tomarem na rabiosca com um governo que vai ter Onyx Loren… https://t.co/oOvL6Ed4Pg,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
RT @intoually: agora imagina se esse tanto de votos não tivesse sido desperdiçado e usado com inteligência no Ciro????? BRASILEIRO É UMA RA…,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
RT @GilQueirozOf: Quem fez parte desses 12% do Ciro dê RT aqui ❤👏 #ViraViraClR0 #Eleições2018 #Ciro12 #CiroSim https://t.co/PwIL9B4rqX,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
O Brasil perdeu SIM em não eleger o Ciro #Brasilchacota  #Eleições2018,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"meu sentimento é medo, ódio e vontade de chorar, tudo ao mesmo tempo

#Eleições2018 https://t.co/1Y4U95U25L",Novas denúncias agitam o cenário político a poucos dias da votação.
É MELHOR JAIR SE ACOSTUMANDO!  #Eleições2018,Promessas e ataques tomam conta dos programas eleitorais na TV.
Só tenho uma coisa a dizer: o sentimento que ficará daqui pra frente será o ódio. #Eleições2018,Novas denúncias agitam o cenário político a poucos dias da votação.
"Só acho que o @cirogomes tem que ceder o/a agente publicitário dele pro @Haddad_Fernando pq o/a cara é fera demais

#Eleições2018",Promessas e ataques tomam conta dos programas eleitorais na TV.
O medo é real. #Eleições2018,Os discursos inflamados continuam atraindo a atenção do público.
Ciro tem que apoiar o Haddad !!!  #Eleições2018,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"O pior é que nem impeachment resolve esse porra pq o vice dele tbm é um lixo, estamos ferrados  #ViraViraClR0 #Eleições2018",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"RT @RainhaCarminha: Votei no Ciro e não me arrependo, estou com a consciência tranquila de que fiz a coisa certa e não fui compatível com o…",Programas humorísticos também satirizam o clima tenso das eleições.
"#Apuração

#Brasil com 85% das urnas apuradas!

Presidente:

1, Bolsonaro = 47,6%.
2, Haddad = 27,2%.
3, Ciro = 12,4%.

#Eleições2018","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Mãe Tâmara: se o bozo ganhar a eleição, o povo vai conseguir o que tanto queria - transformar o Brasil em Venezuela… https://t.co/MMbkHGlZCO",As alianças políticas seguem mudando o rumo das eleições.
"RT @RainhaCarminha: Já tô Me conformando com o resultado do segundo turno e a vitória do Bolsonaro, ditadura batendo na porta 
Morre o ines…",As redes sociais estão em chamas com discussões sobre os candidatos.
"Eu quero abraçar o Ciro e proteger de todo mal do mundo, em 2022 a gente se vê bb #Eleições2018",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"RT @agmcinefilo: ciro gomes venceu as #eleições2018 em paris.
#viraviraciro https://t.co/rKqIEp9BZn",Programas humorísticos também satirizam o clima tenso das eleições.
"Filho do bolsolixo ganhou como senador no Rio de Janeiro. 
Gente vocês tem merda na cabeça?

A Gente fala mas apare… https://t.co/2g0RfXQ9RV",As pesquisas de intenção de voto movimentam o debate diariamente.
QUANDO EU DIGO QUE PAULISTA NAO SABE VOTAR... ME CRITICAM,A disputa entre os candidatos está cada vez mais agressiva.
paulista é burro pra caralho puta merda,Os discursos inflamados continuam atraindo a atenção do público.
"RT @UpTrouxa: Sabe o que mais deixa mais revoltada?
ver mulheres, homossexuais negros comemorando a vitória de alguém que só prega ódio con…",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"Brasil pode ter que aturar Bolsonaro, mas dois lixos não serão senadores: Cristovam Buarque e Magno Malta. Ainda há… https://t.co/ycwQD1EiiS",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
RT @NormaniOficial: FAV AQUI VOCÊ QUE TEM ESPERANÇA DE VER O CIRO NO SEGUNDO TURNO #Eleições2018 #ViraViraClR0 https://t.co/dybdcfFp6D,Novas denúncias agitam o cenário político a poucos dias da votação.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,As pesquisas de intenção de voto movimentam o debate diariamente.
"RT @nadanovonofront: Não adianta mostrar que é racista.

Se sair um vídeo com o Bolsonaro esquartejando um poodle ainda vão dar um jeito de…","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"O NE é meu país. Chama o Lula pra ser nosso presidente com Ciro de vice. #Eleições2018 #HaddadPresidente 
#Ciro12",Promessas e ataques tomam conta dos programas eleitorais na TV.
"#Eleições2018 
Q esses próximos anos sejam melhores.
#Bolsonaro17",A disputa presidencial segue dividindo opiniões por todo o país.
"Fim da apuração!!! 

#CaboDaciolo É o novo presidente do Brasil!! 

-Glória a Deuxxxxxxxxxxxx!!
Kkkkk

#tre #Eleições2018 #mito",As hashtags políticas dominam o Twitter durante a eleição.
Como não amar o Cabo Daciolo?,Promessas e ataques tomam conta dos programas eleitorais na TV.
se bolsonaro for eleito no primeiro turno eu morro sem brincadeira eu tô quase chorando pqp,As pesquisas de intenção de voto movimentam o debate diariamente.
Essa # do Ciro é a maior mentira que eu já vi por aqui!!! Que vergonha... que VERGONHA. #Eleições2018 #Bolsonaro17… https://t.co/xYrHURVBt0,Programas humorísticos também satirizam o clima tenso das eleições.
"#17Neles 
Eu confio! 
Primeiro turno é nosso!

#eleições2018 
#FraudeNasUrnasEletronicas","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Nosso futuro presidente @cirogomes, nossa esperança está em você e no Nordeste Brasileiro! #ViraViraClR0 #Eleições2018 #SamuelTavares",Novas denúncias agitam o cenário político a poucos dias da votação.
"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018",As alianças políticas seguem mudando o rumo das eleições.
Nos votos válidos a Marina conseguiu ficar abaixo do amoedo. Meu Deus Marina.,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"Vai ter segundo turno e aparentemente vai ser Bolsonaro x Haddad, socorro! #Eleições2018",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
Segundo turno pode ser entre Haddad e Bolsorabo sou petista desde criançinha #Eleições2018,Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"RT @chrisPLgalvao: #OBrasilVota17!
Bolsonaro será o presidente do Brasil!
Amém! https://t.co/WrLZLsjcQg",Programas humorísticos também satirizam o clima tenso das eleições.
RT @LittleHazLou: me arrumando pra ir salvar o Brasil da ditadura #ViraVirouHaddad https://t.co/pg4zowHM4D,Novas denúncias agitam o cenário político a poucos dias da votação.
RT @FilipeRet: #ViraVirouHaddad chegou a hora ! Indecisos e nulos vem com nósssss,Programas humorísticos também satirizam o clima tenso das eleições.
"RT @gagaagay: É PELA DEMOCRACIA 
É PELA LIBERDADE 
É PELO RESPEITO 
VOTEM 13
ELE NÃO 
ELE NUNCA 
#ViraVirouHaddad https://t.co/OR150cdZCL",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
RT @ilyjawregui: VOTEM NO 13 VOTEM CONSCIENTE VOTEM NO HADDAD VOTEM PELA DEMOCRACIA TENHA PLENA CONSCIÊNCIA QUE VOTANDO NO BOZO VOCÊ ESTARÁ…,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"RT @MarcilioTwitte: É melhor Jair se acostumando #B17
#OBrasilVota17",As redes sociais estão em chamas com discussões sobre os candidatos.
"RT @cml_beatriz: Hoje vote 13 

Vote pelo seu amigo gay 
Vote pelo seu amigo negro 
Vote pelas mulheres 
Vote pelo seu sonhos 
Vote pelo se…",A disputa entre os candidatos está cada vez mais agressiva.
"RT @kbddan: HOJE VAMOS BOTAR UMA PÁ DE CAL NO SEPULTAMENTO DO PT
Vamos enterrar essa quadrilha criminosa que por 13 anos assaltou e destrui…",Os debates mostram o quanto a polarização está forte neste ano.
"Vira pela democracia, Vira pela Educação, Vira pelo povo e Vira pelo Brasil. #ViraVirouHaddad",As redes sociais estão em chamas com discussões sobre os candidatos.
RT @LittleHazLou: me arrumando pra ir salvar o Brasil da ditadura #ViraVirouHaddad https://t.co/pg4zowHM4D,Os discursos inflamados continuam atraindo a atenção do público.
"RT @pedroaraagao: precisamos unir forças e se juntar contra o ódio 
HOJE É 13
 #ViraVotoHaddad13 #ViraVirouHaddad https://t.co/pMQBR7ZI1W",As hashtags políticas dominam o Twitter durante a eleição.
RT @Evelyn_fernand3: Pessoal é só apertar o 13 confirmar e sair correndo fingindo demência #ViraVirouHaddad é tudo pela democracia desse pa…,As hashtags políticas dominam o Twitter durante a eleição.
"RT @chicocoins: #OBrasilVota17
Petralhas estão jogando sujo (vamos dar uma resposta)
bom 17
é 17
17 neles
bolsonaro 17
votem 17
apertei 17…",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"RT @ProfRicardo29: Eu voto em Jair Bolsonaro, minha esposa vota em Jair Bolsonaro, ganhei uns 30 votos pra ele, fiz o que pude pra desmenti…","Muita desinformação circulando, dificultando a decisão dos eleitores."
"RT @chmayers: Quando apertei o 13 vi o rosto de Haddad, eu sorri pra ele, ele sorriu pra mim e disse que daria tudo certo e eu conformei #V…",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"RT @Mariessa_MJ: Chegou a vez de Bolsonaro ser presidente.
PT NUNCA MAIS! 

#OBrasilVota17 https://t.co/dWu7UIjEZc","Muita desinformação circulando, dificultando a decisão dos eleitores."
"RT @irwinpoet: Tirei essa foto do meu namorado quando estávamos indo votar

O boy de vcs é tão civilizado quanto o meu? #Haddad13 #ViraViro…","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
RT @karemlori: A minha vó nem sai mais de casa... hoje ela saiu e disse que tava indo só pra fazer a diferença com o 13. #ViraVirouHaddad h…,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
RT @giovanni_abrao: Não é só tirar o PT do poder. É fazer um governo tão bom e digno que os impeça de voltar.  #OBrasilVota17 https://t.co/…,A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
"Eu tenho esperanças
Eu acredito no meu povo que luta e insiste no bem pra todos
#ViraVirouHaddad https://t.co/huIsCGQIKS",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
RT @jadebaraldo: Não deixe seu antipetismo superar o amor pela vida do próximo #viravirouhaddad #eleicao2018,A disputa entre os candidatos está cada vez mais agressiva.
"RT @Rodrigo64704052: Tomando meu café opressor
Jajá vamos confirma 17
#OBrasilVota17 https://t.co/qEvUFmvxD4",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"Mais um domingo exercendo a democracia para exercê-la sempre. 

#ViraVirouHaddad https://t.co/l1w6Vwwdh0","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"RT @neel00007: #OBrasilVota17 Fui votar com a minha camisa maneira, a mesária ficou olhando acho q ela era fã  do Mito  tbm. https://t.co/s…",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"RT @nasseroficial: Não é pelo PT
Não é pelo Haddad

É pelo bem maior que eu acredito, pela democracia e pela batalha de muitos que podem so…",Promessas e ataques tomam conta dos programas eleitorais na TV.
"RT @CarlaLukschal: Ordem e progresso é o que nós precisamos e queremos. 😎😎😎
#OBrasilVota17 #APesardoPToBrasilVaiVencerB17 https://t.co/L6H5…",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"RT @Samucatezu1: Ae, essa foi a eleição mais triste que eu já vi","Muita desinformação circulando, dificultando a decisão dos eleitores."
"RT @blogdojefferson: Os petistas perdem uma eleição no voto, de forma legítima e incontestável, e Haddad vem falar que o partido vai contin…",Os discursos inflamados continuam atraindo a atenção do público.
"RT @UJSBRASIL: Hoje é dia de bondade, liberdade e fraternidade. É dia de votar no professor. #Haddad13 #ManuNoJaburu #ViraVirouHaddad https…",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
RT @esquerdanao: Bolsonaro fez questão de acenar para a população 🇧🇷 #OBrasilVota17 https://t.co/80e5gRPCvO,Novas denúncias agitam o cenário político a poucos dias da votação.
RT @giovanni_abrao: Não é só tirar o PT do poder. É fazer um governo tão bom e digno que os impeça de voltar.  #OBrasilVota17 https://t.co/…,As hashtags políticas dominam o Twitter durante a eleição.
"RT @RaianyMirelly: Pesquisa Rápida:
Em quem vocês votariam para ser presidente ?

#EuVotoBolsonaro
#ViraViraClR0
#eleicao2018
#EleiçõesRBS2…",As redes sociais estão em chamas com discussões sobre os candidatos.
RT @123russo_edu: Hj é dia de mudança #17neles #eleicao2018 #b17,As pesquisas de intenção de voto movimentam o debate diariamente.
"Chegou o dia, votem consciente ❤️
#ViraViraCiro12  #ViraViraClR0 #ViraViraClRO #Ciro12  #eleicao2018 #CiroSim… https://t.co/RXWdOjxlWB",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
Na hora de votar vai se bege afff mas o vermelho está dentro dela #eleicao2018 #bolsonaro #EleSimENo1Turno https://t.co/DlanLzYC60,As hashtags políticas dominam o Twitter durante a eleição.
"#eleicao2018  
Bora lá Bolsonaro 
#EleSim  VOTA 12",Os debates mostram o quanto a polarização está forte neste ano.
"Se é necessário fraudar é porque já sabe quem vai ganhar

#EleSim #Bolsonaro17 #Bolsonaro #EleicoesRBS2018… https://t.co/9X3KUm4Za2",As hashtags políticas dominam o Twitter durante a eleição.
Partiu votação!!! Bolsonaro 17 #EleSim #elesimbolsonaro17 #EleSimENo1oTurno #eleicao2018 https://t.co/ZaFl7SanZO,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"Onde nos fomos parar, hein. Já posso dizer que a culpa não é minha, não votei no coiso?! Tempos sombrios #Eleições2018 #EleNão",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"eu queria que tudo isso fosse um pesadelo ou a realidade invertida de stranger things 
não consigo acreditar 
#Eleições2018 #EleNão",Novas denúncias agitam o cenário político a poucos dias da votação.
"Minha mãe resumindo nossa situação
#EleNão 
#Eleições2018 https://t.co/HHeEbn1eW7",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"A Bahia, estado-mãe do Brasil, tentando salvar seu filho das profundezas do inferno! #Elenão #Eleições2018 https://t.co/axc0d91ko5",As hashtags políticas dominam o Twitter durante a eleição.
"RT @sabrinanaquino: Esse é o Brasil que eu quero.

#EleNão #Eleições2018 https://t.co/bJfaqlmiso",Os debates mostram o quanto a polarização está forte neste ano.
"Partiu nordeste ! 
Amo o nordeste vcs são foda!!
#ViraViraClR0 #Eleições2018 #ELENÃO https://t.co/bct3R7xYvy",Os discursos inflamados continuam atraindo a atenção do público.
"RT @ericaAbreeuu: Gente ,votem com consciência por favor 😓🙌
#EleNão #EleNunca #EleJamais #Eleições2018",As pesquisas de intenção de voto movimentam o debate diariamente.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,As pesquisas de intenção de voto movimentam o debate diariamente.
O que está acontecendo é que vamos ter que engolir o Bolso. #Eleições2018 #elenão,Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"O povo sofrido salva
#EleNão 
#Eleições2018",As pesquisas de intenção de voto movimentam o debate diariamente.
RT @dconline: Resultado: Jair Bolsonaro (PSL) e Fernando Haddad (PT) irão disputar segundo turno https://t.co/AsTXxUEHll #Eleições2018 #Ele…,Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"Vai ter segundo turno graças ao NORDESTE! Vamos salvar esse país, porra!!! #EuAcredito ! #EleNão",A disputa presidencial segue dividindo opiniões por todo o país.
"Obrigada, nordeste. Obrigada, Bahia, o estado mais preto do Brasil sabe na pele o que é sentir medo.

#Eleições2018 #EleNão #NotHim #ElNo",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"Seis ficam falando do Daciolo aí... Quero ver ele daqui há 4 anos.

O coiso começou da mesma forma.

#Eleições2018 #EleNão",As redes sociais estão em chamas com discussões sobre os candidatos.
"Em um país que mais mata LGBT, por mais triste que seja, não é de surpreender esse resultado... #Eleições2018 #EleNão",Os debates mostram o quanto a polarização está forte neste ano.
"Opinião eu respeito, fascismo a gente combate!
#EleNão #elenunca #Eleições2018",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
RT @CentralAnittaFm: Anitters se preparem porque ja estão atacando a Anitta. #Eleições2018 #EleNão,A disputa entre os candidatos está cada vez mais agressiva.
"RT @RaianyMirelly: Pesquisa Rápida:
Em quem vocês votariam para ser presidente ?

#EuVotoBolsonaro
#ViraViraClR0
#eleicao2018
#EleiçõesRBS2…",Programas humorísticos também satirizam o clima tenso das eleições.
RT @123russo_edu: Hj é dia de mudança #17neles #eleicao2018 #b17,As alianças políticas seguem mudando o rumo das eleições.
"Chegou o dia, votem consciente ❤️
#ViraViraCiro12  #ViraViraClR0 #ViraViraClRO #Ciro12  #eleicao2018 #CiroSim… https://t.co/RXWdOjxlWB","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
Na hora de votar vai se bege afff mas o vermelho está dentro dela #eleicao2018 #bolsonaro #EleSimENo1Turno https://t.co/DlanLzYC60,Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"#eleicao2018  
Bora lá Bolsonaro 
#EleSim  VOTA 12",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"Se é necessário fraudar é porque já sabe quem vai ganhar

#EleSim #Bolsonaro17 #Bolsonaro #EleicoesRBS2018… https://t.co/9X3KUm4Za2",Promessas e ataques tomam conta dos programas eleitorais na TV.
Partiu votação!!! Bolsonaro 17 #EleSim #elesimbolsonaro17 #EleSimENo1oTurno #eleicao2018 https://t.co/ZaFl7SanZO,As redes sociais estão em chamas com discussões sobre os candidatos.
"Onde nos fomos parar, hein. Já posso dizer que a culpa não é minha, não votei no coiso?! Tempos sombrios #Eleições2018 #EleNão",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"eu queria que tudo isso fosse um pesadelo ou a realidade invertida de stranger things 
não consigo acreditar 
#Eleições2018 #EleNão",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"Minha mãe resumindo nossa situação
#EleNão 
#Eleições2018 https://t.co/HHeEbn1eW7",Promessas e ataques tomam conta dos programas eleitorais na TV.
"A Bahia, estado-mãe do Brasil, tentando salvar seu filho das profundezas do inferno! #Elenão #Eleições2018 https://t.co/axc0d91ko5",As pesquisas de intenção de voto movimentam o debate diariamente.
"RT @sabrinanaquino: Esse é o Brasil que eu quero.

#EleNão #Eleições2018 https://t.co/bJfaqlmiso",As fake news continuam circulando em ritmo acelerado nas redes.
"Partiu nordeste ! 
Amo o nordeste vcs são foda!!
#ViraViraClR0 #Eleições2018 #ELENÃO https://t.co/bct3R7xYvy",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"RT @ericaAbreeuu: Gente ,votem com consciência por favor 😓🙌
#EleNão #EleNunca #EleJamais #Eleições2018",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,Novas denúncias agitam o cenário político a poucos dias da votação.
O que está acontecendo é que vamos ter que engolir o Bolso. #Eleições2018 #elenão,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"O povo sofrido salva
#EleNão 
#Eleições2018",Promessas e ataques tomam conta dos programas eleitorais na TV.
RT @dconline: Resultado: Jair Bolsonaro (PSL) e Fernando Haddad (PT) irão disputar segundo turno https://t.co/AsTXxUEHll #Eleições2018 #Ele…,Novas denúncias agitam o cenário político a poucos dias da votação.
"Vai ter segundo turno graças ao NORDESTE! Vamos salvar esse país, porra!!! #EuAcredito ! #EleNão",Programas humorísticos também satirizam o clima tenso das eleições.
"Obrigada, nordeste. Obrigada, Bahia, o estado mais preto do Brasil sabe na pele o que é sentir medo.

#Eleições2018 #EleNão #NotHim #ElNo",As pesquisas de intenção de voto movimentam o debate diariamente.
"Seis ficam falando do Daciolo aí... Quero ver ele daqui há 4 anos.

O coiso começou da mesma forma.

#Eleições2018 #EleNão",As alianças políticas seguem mudando o rumo das eleições.
"Em um país que mais mata LGBT, por mais triste que seja, não é de surpreender esse resultado... #Eleições2018 #EleNão",A disputa presidencial segue dividindo opiniões por todo o país.
"Opinião eu respeito, fascismo a gente combate!
#EleNão #elenunca #Eleições2018",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
RT @CentralAnittaFm: Anitters se preparem porque ja estão atacando a Anitta. #Eleições2018 #EleNão,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"RT @guii_mont: MEU DEUS VCS FALANDO QUE NO SEGUNDO TURNO PREFEREM VOTAR EM BRANCO,DO QUE NO COISO OU NO HADDAD... VCS SÃO BURROS? OLHA A %…",Novas denúncias agitam o cenário político a poucos dias da votação.
"O medo não pode nos parar , a luta só começou! #EleNão #Eleições2018",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"RT @onicolasaraujo: Já vou preparar meu look pra ditadura 
#EleNão #Eleições2018 https://t.co/IxUXCrdaG7",Os debates mostram o quanto a polarização está forte neste ano.
"A luta ainda não acabou! 
#Eleições2018 #EleNão",Programas humorísticos também satirizam o clima tenso das eleições.
